ID,HS_NAME,HS_CEEB_CODE,HS_LATITUDE,HS_LONGITUDE,HS_ADDRESS,HS_STATE_TYPE_ID,HS_CITY_TYPE_ID,DBT_SYNCED_AT
24770,Bedford Community Family Learning Center,230588,42.375587,-85.402207,11775 E D Ave,5,4014,11:19.7
24771,Career Preparation,230623,42.468959,-83.522221,49000 Eleven Mile Road,5,3735,11:19.7
24772,Springfield Christian Academy,230632,42.744265,-83.462498,8585 Dixie Highway,5,3726,11:19.7
24773,Everest Collegiate High School,230634,42.74969,-83.392575,5935 Clarkston Rd,5,3726,11:19.7
24774,Spring Lake Alternative Education,230642,43.069045,-86.192587,345 Hammond St,5,4225,11:19.7
24775,International Academy of Macomb,230648,42.611565,-82.935331,42755 Romeo Plank Rd,5,3609,11:19.7
24776,L'Anse Creuse Pankow Vocational & Technical Center,230651,42.620163,-82.858984,24600 Pankow Blvd,5,3609,11:19.7
24777,DiAnne M. Pellerin Center,230652,42.621988,-82.863896,24001 Pankow Blvd,5,3609,11:19.7
24778,Thomas More School,230653,42.066612,-83.862803,8744 Clinton-Macon Road,5,4079,11:19.7
24779,Academy Of The Americas High School,230668,42.326984,-83.109298,5680 Konkel St,5,3703,11:19.7
24780,Providence Christian School,230686,42.247895,-85.58084,100 Pratt Rd,5,3929,11:19.7
24781,Benjamin Franklin Middle School,230693,42.273218,-83.368709,33555 Annapolis St,5,3681,11:19.7
24782,American International Academy,230696,42.304669,-83.306629,27100 Avondale St,5,3686,11:19.7
24783,St. Michael Academy,230697,45.376457,-84.92411,2225 Summit Park Dr,5,4318,11:19.7
24784,Dr. Robert W. Browne Aquatic Center,230704,41.951538,-85.017645,250 Western Ave.,5,4031,11:19.7
24785,Michigan Department of Education,230716,42.729777,-84.542721,704 W. Kalamazoo,5,3926,11:19.7
24786,Cowden Lake Bible Academy,230722,43.359061,-85.403097,4931 Bailey Road,5,4118,11:19.7
24787,Mayville Middle School,230723,43.332266,-83.352288,6210 Fulton St,5,3935,11:19.7
24788,Pontiac Middle School,230724,42.667548,-83.267758,1275 North Perry St,5,3725,11:19.7
24789,Immanuel Baptist School,230726,42.998394,-84.115329,2680 E M 21,5,3955,11:19.7
24790,Brightmont Academy,230727,42.534451,-83.201992,33483 Woodward Avenue,5,3602,11:19.7
24791,Battle Creek Area Learning Center,230744,42.32224,-85.224735,765 Upton Ave,5,3989,11:19.7
24792,Marshall Opportunity High School,230748,42.282318,-84.80074,14055 26 Mile Rd,5,4070,11:19.7
24793,Divine Child High School,230768,42.318669,-83.2832,1001 N Silvery Ln,5,3644,11:19.7
24794,Faith Baptist School,230769,42.988206,-83.563426,7306 East Atherton Road,5,3779,11:19.7
24795,Dearborn Heights Virtual Academy,230771,42.276777,-83.238909,20629 Annapolis St,5,3646,11:19.7
24796,Westwood Alternative Education High School,230780,42.286268,-83.28929,3335 S Beech Daly,5,3646,11:19.7
24797,Cathy Allor Preparatory Academy,230796,42.272982,-83.292912,26063 Pennie,5,3646,11:19.7
24798,Wise Academy,230804,42.318461,-83.290646,922 N Beech Daly Rd,5,3646,11:19.7
24799,Britton Deerfield School Deerfield Building,230805,41.887921,-83.787503,252 Deerfield Road,5,4081,11:19.7
24800,Deford Christian Academy,230808,43.471,-83.187986,1392 Kingston Road Po Box 247,5,3861,11:19.7
24801,Cedar Creek Christian School,230809,42.521797,-85.327606,9213 Cedar Creek Rd,5,3997,11:19.7
24802,Detroit School Of Arts,230817,42.349076,-83.05995,123 Selden St,5,3703,11:19.7
24803,American International Academy,230822,42.304669,-83.306629,27100 Avondale St,5,3686,11:19.7
24804,Davis Aerospace Technical High School,230823,42.368299,-82.950771,900 Dickerson St,5,3703,11:19.7
24805,Al-Ikhlas Training Academy,230830,42.409275,-83.063671,12555 Mcdougall St,5,3703,11:19.7
24806,Bay City Academy Farragut,230831,43.592529,-83.879753,301 N Farragut St,5,3836,11:19.7
24807,Parkway Christian School,230837,42.565416,-82.97818,14500 Metropolitan Pkwy,5,3709,11:19.7
24808,Washington Parks Academy,230839,42.372629,-83.272006,11685 Appleton,5,3717,11:19.7
24809,Priest Elementary-Middle School,230841,42.336676,-83.143072,7840 Wagner St,5,3703,11:19.7
24810,Catherine Ferguson Alternative Academy,230842,42.340722,-83.089862,2750 Selden,5,3703,11:19.7
24811,Cass Technical High School,230850,42.338826,-83.060399,2501 2Nd Ave,5,3703,11:19.7
24812,Saint Thomas Aquinas Academy,230851,42.642869,-83.663676,765 N Hickory Ridge Rd,5,3729,11:19.7
24813,Sacred Heart Academy,230852,42.960926,-85.697728,1200 Dayton St Sw,5,4197,11:19.7
24814,Detroit Academy Arts & Science,230853,42.33996,-83.019238,2985 E Jefferson Ave,5,3703,11:19.7
24815,Detroit Catholic Central High School,230860,42.489376,-83.540248,27225 Wixom Rd,5,3735,11:19.7
24816,Central High School,230870,42.383793,-83.112056,2425 Tuxedo Avenue,5,3703,11:19.7
24817,Eastpointe Alternative Center,230872,42.46454,-82.963821,15320 E 9 Mile Rd,5,3623,11:19.7
24818,Communication & Media Arts High School,230874,42.398242,-83.205863,14771 Mansfield,5,3703,11:19.7
24819,Clinton Street Greater Bethlehem Temple Church School,230876,42.376102,-83.114479,2901 Rochester,5,3703,11:19.7
24820,Loyola High School,230878,42.402753,-83.166401,15325 Pinehurst St,5,3703,11:19.7
24821,De La Salle Collegiate High School,230880,42.514655,-82.975742,14600 Common Rd,5,3637,11:19.7
24822,Voyageur College Preparatory High School,230883,42.332951,-83.118685,4366 Military St,5,3703,11:19.7
24823,Denby High School,230885,42.426676,-82.956949,12800 Kelly Rd,5,3703,11:19.7
24824,Detroit Urban League Youth Center,230888,42.407436,-83.162461,15770 James Couzens,5,3703,11:19.7
24825,Detroit Job Corps Center,230894,42.388005,-83.105635,11801 Woodrow Wilson,5,3703,11:19.7
24826,Eaton Academy,230897,42.455918,-82.957633,21450 Universal Ave,5,3623,11:19.7
24827,Beer Middle School,230899,42.496626,-83.072425,3200 Martin Rd,5,3637,11:19.7
24828,Grissom Middle School,230903,42.555313,-83.070846,35701 Ryan Rd,5,3709,11:19.7
24829,Lighthouse Connections Academy,230904,42.563739,-83.147064,3150 Livernois Rd Ste 201,5,3601,11:19.7
24830,Grace Temple Christian Academy,230906,42.384664,-83.127845,12521 Dexter Boulevard,5,3703,11:19.7
24831,Utica Center for Science and Industry,230907,42.613953,-82.984053,14201 Canal Rd,5,3709,11:19.7
24832,Carter Middle School,230908,42.527907,-83.004225,12000 Masonic Blvd,5,3637,11:19.7
24833,Martin Luther King Jr. Senior High School,230910,42.344184,-83.014561,3200 East Lafayette,5,3703,11:19.7
24834,Henry Ford High School,230917,42.43825,-83.239204,20000 Evergreen Rd,5,3703,11:19.7
24835,Fusion Academy Of Michigan,230919,42.391224,-83.195183,15250 Grand River Ave,5,3703,11:19.7
24836,Frank Cody High School,230920,42.361112,-83.221024,18445 Cathedral St,5,3703,11:19.7
24837,Detroit Cristo Rey High School,230926,42.317369,-83.102333,5679 W Vernor Hwy,5,3703,11:19.7
24838,Carleton Middle School,230933,42.550445,-83.021244,8900 15 Mile Rd,5,3709,11:19.7
24839,Grant Middle School,230934,43.334703,-85.795774,96 E 120Th St,5,4122,11:19.7
24840,Ishpeming Middle School,230937,46.489133,-87.665255,324 E Pearl St,5,4401,11:19.7
24841,Mason County Central Middle School,230938,43.960414,-86.287034,310 W Beryl St,5,4223,11:19.7
24842,White Cloud Junior High School,230939,43.611483,-85.797989,Po Box 1001,5,4180,11:19.7
24843,Page Middle School,230942,42.510317,-83.100392,29615 Tawas St,5,3651,11:19.7
24844,Walnut Creek Middle School,230943,42.553635,-83.431855,7601 Walnut Lake Rd,5,3724,11:19.7
24845,Sarah G. Banks Middle School,230944,42.548136,-83.541972,1760 Charms Rd,5,3737,11:19.7
24846,James R Geisler Middle School,230946,42.528804,-83.508578,46720 W Pontiac Trl,5,3736,11:19.7
24847,Clifford H. Smart Middle School,230948,42.593981,-83.451851,8500 Commerce Rd,5,3773,11:19.7
24848,Ja Caldwell Private Baptist,230949,42.387249,-83.192592,16801 Schoolcraft,5,3703,11:19.7
24849,John J Pershing High School,230950,42.432086,-83.064321,18875 Ryan Road,5,3703,11:19.7
24850,Gros Cap School,230951,45.895653,-84.835339,W1828 Gros Cap Rd,5,4325,11:19.7
24851,Detroit Premier Academy,230956,42.348951,-83.206031,7781 Asbury Park,5,3703,11:19.7
24852,Academy Of Warren,230959,42.452635,-82.981705,13943 E 8 Mile Rd,5,3637,11:19.7
24853,Wolfe Middle School,230960,42.489132,-83.018373,8640 Mckinley,5,3621,11:19.7
24854,Scranton Middle School,230963,42.503207,-83.784539,8415 Maltby Rd,5,3656,11:19.7
24855,Libertas Christian School,230970,42.862993,-85.940701,5181 64Th Ave,5,4207,11:19.7
24856,Warren Woods Middle School,230971,42.506412,-82.99048,13400 E 12 Mile Rd,5,3637,11:19.7
24857,Duncan Lake Middle School,230972,42.787338,-85.522309,9757 Duncan Lake Ave Se,5,4164,11:19.7
24858,Hanley International Academy,230973,42.384608,-83.057751,2400 Denton St,5,3704,11:19.7
24859,Mumford High School,230975,42.421396,-83.164634,17525 Wyoming Avenue,5,3703,11:19.7
24860,Hartland Middle School at Ore Creek,230976,42.651268,-83.752373,3250 Hartland Rd,5,3728,11:19.7
24861,Fortis Academy,230977,42.232532,-83.659985,3875 Golfside Rd,5,3711,11:19.7
24862,Aspen Ridge Elementary School,230979,46.480627,-87.733758,350 Aspen Ridge School Rd,5,4401,11:19.7
24863,Negaunee Middle School,230984,46.500536,-87.609978,102 W Case St,5,4439,11:19.7
24864,Powell Township School,230986,46.81466,-87.69953,Po Box 160,5,4384,11:19.7
24865,Great Oaks Academy,230987,42.466598,-83.06281,4257 Bart Ave,5,3637,11:19.7
24866,Prevail Academy,230988,42.597917,-82.895157,353 Cass Ave,5,3612,11:19.7
24867,Triumph Academy,230989,41.950957,-83.365574,3000 Vivian Rd,5,3668,11:19.7
24868,Wells Township School,230992,46.05079,-87.49208,Po Box 108,5,4391,11:19.7
24869,Bothwell Middle School,230993,46.53457,-87.411557,1200 Tierney St,5,4405,11:19.7
24870,Van Hoosen Middle School,230994,42.698637,-83.198087,1339 N Adams Rd,5,3708,11:19.7
24871,Clawson Middle School,230995,42.536736,-83.148971,150 John M Ave,5,3622,11:19.7
24872,Springbrook Middle School,230996,41.90851,-84.040059,615 Springbrook Ave,5,4069,11:19.7
24873,Ferndale Middle School,230997,42.452686,-83.149105,725 Pinecrest Dr,5,3714,11:19.7
24874,White Pine Middle School,230998,43.418723,-84.014954,505 N Center Rd,5,3771,11:19.7
24875,Detroit Enterprise Academy,230999,42.36873,-82.973474,11224 Kercheval St,5,3703,11:19.7
24876,Old Redford Academy - High School,231002,42.427058,-83.194803,8001 W Outer Dr,5,3703,11:19.7
24877,Mercy High School,231005,42.485377,-83.337473,29300 W 11 Mile Rd,5,3722,11:19.7
24878,Detroit Edison Public School Academy,231007,42.350877,-83.038367,1903 Wilkins St,5,3703,11:19.7
24879,Pentecostal Christian Academy,231008,42.388881,-83.070979,9244 Delmar,5,3703,11:19.7
24880,Clinton Middle School,231010,42.07005,-83.970462,100 E Franklin St,5,4079,11:19.7
24881,Pittman Memorial Christian Academy,231011,42.353041,-83.032307,3001 Chene Po Box 07058,5,3703,11:19.7
24882,Highlander Way Middle School,231013,42.616605,-83.95285,511 N Highlander Way,5,3901,11:19.7
24883,Parker Middle School,231014,42.568251,-83.931804,400 Wright Rd,5,3901,11:19.7
24884,Brewer Academy,231016,42.428236,-82.962714,18025 Brock St,5,3703,11:19.7
24885,Big Rapids Middle School,231017,43.703746,-85.480973,500 N Warren Ave,5,4157,11:19.7
24886,Clintondale Middle School,231018,42.556988,-82.909536,35300 Little Mack Ave,5,3609,11:19.7
24887,Sashabaw Middle School,231019,42.721726,-83.361544,5565 Pine Knob Rd,5,3726,11:19.7
24888,Riley Street Middle School,231021,42.825837,-85.849809,2745 Riley St,5,4207,11:19.7
24889,Renaissance High School,231023,42.418161,-83.190896,6565 W Outer Dr,5,3703,11:19.7
24890,Glenn W. Levey Middle School,231024,42.459108,-83.292153,25300 W 9 Mile Rd,5,3608,11:19.7
24891,Monroe Middle School,231025,41.910821,-83.399363,503 Washington St,5,3668,11:19.7
24892,L'Anse Creuse Middle School -,231026,42.69442,-82.806929,30300 Hickey Rd,5,3613,11:19.7
24893,Mount Clemens Junior High School,231027,42.59737,-82.885459,161 Cass Ave,5,3612,11:19.7
24894,Reeths-Puffer Middle School,231028,43.276087,-86.29045,1911 W Giles Rd,5,4193,11:19.7
24895,Richmond Middle School,231030,42.804299,-82.760966,35250 Division Rd,5,3631,11:19.7
24896,White Pines Intermediate School,231033,43.049059,-86.210468,1400 S Griffin St,5,4186,11:19.7
24897,Imlay City Middle School,231035,43.021557,-83.082571,495 W 1St St,5,3753,11:19.7
24898,Shelby Middle School,231036,43.617127,-86.358202,525 N State St,5,4224,11:19.7
24899,East Middle School,231037,42.479033,-83.335587,25000 Middlebelt Rd,5,3722,11:19.7
24900,Eastland Middle School,231038,42.519247,-82.928541,18700 Frank St,5,3647,11:19.7
24901,Roseville Middle School,231039,42.499853,-82.954944,16250 Martin Rd,5,3647,11:19.7
24902,Chippewa Hills Intermediate School,231040,43.661283,-85.147745,3102 Arthur Rd,5,4171,11:19.7
24903,Power Middle School,231041,42.445076,-83.390835,34740 Rhonswood St,5,3722,11:19.7
24904,Warner Middle School,231042,42.526766,-83.348934,30303 W 14 Mile Rd,5,3722,11:19.7
24905,Detroit Christian High School,231043,42.363015,-83.091425,2550 W Grand Blvd Ste 118,5,3703,11:19.7
24906,Creekside Middle School,231044,42.819795,-86.024063,179 W Roosevelt Ave,5,4196,11:19.7
24907,Bloomfield Hills Middle School,231047,42.559805,-83.292875,4200 Quarton Rd,5,3707,11:19.7
